team,opponent,outcome,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,avg_game_score
ATLANTA HAWKS,TORONTO RAPTORS,WIN,36,77,10,23,20,31,7,30,24,7,3,13,12,8.010000000000002
