slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score,plus_minus
davisan02,Anthony Davis,LOS ANGELES LAKERS,HOME,NEW YORK KNICKS,WIN,2476,13,19,0,0,2,5,7,10,3,3,4,2,3,31.3,9.0
portibo01,Bobby Portis,MILWAUKEE BUCKS,AWAY,PORTLAND TRAIL BLAZERS,WIN,1419,11,13,6,8,2,3,0,4,5,1,2,1,1,30.6,32.0
antetgi01,Giannis Antetokounmpo,MILWAUKEE BUCKS,AWAY,PORTLAND TRAIL BLAZERS,WIN,1477,7,12,4,7,11,15,1,8,6,0,1,1,1,28.4,28.0
moranja01,Ja Morant,MEMPHIS GRIZZLIES,AWAY,ORLANDO MAGIC,WIN,1734,14,21,1,3,4,4,0,5,7,0,2,4,1,27.3,22.0
randlju01,Julius Randle,NEW YORK KNICKS,AWAY,LOS ANGELES LAKERS,LOSS,2476,11,22,2,4,8,10,5,11,7,0,2,5,4,26.7,-9.0
jamesle01,LeBron James,LOS ANGELES LAKERS,HOME,NEW YORK KNICKS,WIN,2395,13,24,2,7,1,2,3,10,10,1,0,3,3,25.9,12.0
butleji01,Jimmy Butler,MIAMI HEAT,AWAY,CHARLOTTE HORNETS,WIN,1758,10,13,0,1,7,7,2,4,4,0,1,2,1,25.6,19.0
barrerj01,RJ Barrett,NEW YORK KNICKS,AWAY,LOS ANGELES LAKERS,LOSS,2977,13,28,4,10,6,9,1,7,5,1,0,3,0,24.7,-2.0
aytonde01,Deandre Ayton,PHOENIX SUNS,AWAY,WASHINGTON WIZARDS,WIN,1437,8,14,0,0,4,5,6,10,2,2,0,0,0,23.6,15.0
barneha02,Harrison Barnes,SACRAMENTO KINGS,HOME,OKLAHOMA CITY THUNDER,WIN,2244,8,17,2,6,6,9,1,8,5,3,0,0,1,23.3,-2.0
monkma01,Malik Monk,LOS ANGELES LAKERS,HOME,NEW YORK KNICKS,WIN,2363,11,20,4,8,3,4,0,0,2,0,0,1,1,19.0,8.0
halibty01,Tyrese Haliburton,SACRAMENTO KINGS,HOME,OKLAHOMA CITY THUNDER,WIN,2377,5,13,0,2,3,3,2,4,17,2,1,4,1,18.7,4.0
adamsst01,Steven Adams,MEMPHIS GRIZZLIES,AWAY,ORLANDO MAGIC,WIN,1394,6,6,0,0,0,0,4,7,8,0,0,2,3,17.5,13.0
middlkh01,Khris Middleton,MILWAUKEE BUCKS,AWAY,PORTLAND TRAIL BLAZERS,WIN,1446,6,13,2,7,0,0,1,2,7,5,1,1,2,17.4,26.0
anthoco01,Cole Anthony,ORLANDO MAGIC,HOME,MEMPHIS GRIZZLIES,LOSS,1848,8,14,2,4,4,4,1,5,5,0,0,3,2,17.3,-9.0
giddejo01,Josh Giddey,OKLAHOMA CITY THUNDER,AWAY,SACRAMENTO KINGS,LOSS,2256,10,19,1,5,3,5,0,4,8,0,0,4,2,15.9,-8.0
adebaba01,Bam Adebayo,MIAMI HEAT,AWAY,CHARLOTTE HORNETS,WIN,1657,7,21,0,0,6,7,3,9,3,3,2,3,1,15.6,17.0
herroty01,Tyler Herro,MIAMI HEAT,AWAY,CHARLOTTE HORNETS,WIN,1748,7,13,5,8,0,0,0,4,2,3,1,3,1,15.6,23.0
bazleda01,Darius Bazley,OKLAHOMA CITY THUNDER,AWAY,SACRAMENTO KINGS,LOSS,2230,6,14,1,3,5,6,2,5,1,3,0,2,0,14.8,-6.0
paulch01,Chris Paul,PHOENIX SUNS,AWAY,WASHINGTON WIZARDS,WIN,1833,6,12,1,5,1,2,0,4,9,1,1,2,0,14.8,30.0
meltode01,De'Anthony Melton,MEMPHIS GRIZZLIES,AWAY,ORLANDO MAGIC,WIN,1315,6,13,4,8,0,0,2,8,2,1,0,0,2,14.7,14.0
